qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_start	query_end	subject_start	subject_end	query_contig	subject_contig
gene_102_SAMEA2621061_122	gene_101_SAMEA2621085_65	51.63	184	73	3	20	187	598	781	1.78e-54	181.0	101477	102067	100147	102519	SAMEA2621061_122	SAMEA2621085_65
gene_102_SAMEA2621061_122	gene_83_SAMEA2619923_17	51.553	161	76	2	18	176	487	647	4.53e-54	178.0	101477	102067	91616	93574	SAMEA2621061_122	SAMEA2619923_17
gene_102_contig_155688	gene_13_SAMEA2621061_122	75.732	239	56	1	1	237	1	239	5.51e-141	391.0	94723	95439	9368	10090	contig_155688	SAMEA2621061_122
gene_102_contig_155688	gene_17_SAMEA2621085_65	73.932	234	61	0	5	238	4	237	4.86e-132	368.0	94723	95439	8969	9682	contig_155688	SAMEA2621085_65
gene_102_contig_155688	gene_34_contig_154566	70.222	225	67	0	14	238	13	237	5.08e-127	355.0	94723	95439	44693	45406	contig_155688	contig_154566
gene_102_contig_155688	gene_15_SAMEA2619923_17	66.667	234	78	0	5	238	7	240	1.96e-123	346.0	94723	95439	8368	9090	contig_155688	SAMEA2619923_17
gene_102_contig_155688	gene_95_SAMEA2621151_40	68.22	236	73	1	1	236	1	234	1.29e-121	342.0	94723	95439	103292	104002	contig_155688	SAMEA2621151_40
gene_102_contig_155688	gene_71_contig_156409	53.75	240	106	3	1	237	1	238	1.87e-95	275.0	94723	95439	67550	68269	contig_155688	contig_156409
gene_103_contig_154566	gene_4_contig_156409	54.688	128	50	3	174	294	131	257	1.34e-27	112.0	96497	97951	4487	7084	contig_154566	contig_156409
gene_103_contig_155688	gene_70_contig_156409	61.538	78	30	0	1	78	1	78	1.65e-31	102.0	95439	95693	67296	67541	contig_155688	contig_156409
gene_103_contig_155688	gene_12_SAMEA2621061_122	53.659	82	37	1	1	81	1	82	2.21e-29	96.7	95439	95693	9110	9367	contig_155688	SAMEA2621061_122
gene_103_contig_155688	gene_16_SAMEA2621085_65	56.627	83	36	0	1	83	1	83	1.05e-28	94.7	95439	95693	8711	8968	contig_155688	SAMEA2621085_65
gene_103_contig_155688	gene_35_contig_154566	56.25	80	35	0	1	80	1	80	2.06e-26	89.0	95439	95693	45416	45673	contig_155688	contig_154566
gene_103_contig_155688	gene_96_SAMEA2621151_40	53.086	81	38	0	3	83	13	93	4.64e-26	88.6	95439	95693	104009	104296	contig_155688	SAMEA2621151_40
gene_103_contig_155688	gene_14_SAMEA2619923_17	52.174	69	33	0	1	69	1	69	1.5e-23	81.6	95439	95693	8120	8368	contig_155688	SAMEA2619923_17
gene_103_contig_156409	gene_49_SAMEA2621061_122	53.744	227	66	4	1420	1612	1767	1988	1.71e-64	242.0	102919	118047	45195	63923	contig_156409	SAMEA2621061_122
gene_103_contig_156409	gene_49_SAMEA2621061_122	50.0	114	39	3	3017	3130	4008	4103	1.42e-24	110.0	102919	118047	45195	63923	contig_156409	SAMEA2621061_122
gene_104_contig_155688	gene_11_SAMEA2621061_122	61.714	175	61	2	4	172	14	188	3.68e-78	228.0	95705	96232	8476	9096	contig_155688	SAMEA2621061_122
gene_104_contig_155688	gene_13_SAMEA2619923_17	55.696	158	61	2	6	163	8	156	4.18e-59	179.0	95705	96232	7523	8110	contig_155688	SAMEA2619923_17
gene_104_contig_155688	gene_36_contig_154566	54.601	163	68	3	10	168	28	188	6.6e-55	169.0	95705	96232	45673	46365	contig_155688	contig_154566
gene_104_contig_155688	gene_15_SAMEA2621085_65	58.475	118	47	1	9	124	11	128	5.71e-44	141.0	95705	96232	8067	8699	contig_155688	SAMEA2621085_65
gene_105_contig_155688	gene_100_SAMEA2621151_40	73.913	92	24	0	908	999	123	214	1.62e-38	139.0	96549	99557	106067	106726	contig_155688	SAMEA2621151_40
gene_105_contig_155688	gene_10_SAMEA2621085_65	69.149	94	29	0	906	999	207	300	3.33e-36	135.0	96549	99557	5160	6077	contig_155688	SAMEA2621085_65
gene_105_contig_155688	gene_37_contig_154566	78.495	93	20	0	910	1002	178	270	1.83e-31	124.0	96549	99557	46349	47575	contig_155688	contig_154566
gene_105_contig_155688	gene_10_SAMEA2621061_122	68.605	86	26	1	916	1000	526	611	5.14e-31	126.0	96549	99557	6346	8370	contig_155688	SAMEA2621061_122
gene_105_contig_155688	gene_11_SAMEA2619923_17	58.586	99	40	1	901	999	243	340	1.12e-28	114.0	96549	99557	4505	5554	contig_155688	SAMEA2619923_17
gene_106_contig_154566	gene_62_SAMEA2621151_40	64.035	114	41	0	1	114	1	114	3.33e-57	169.0	100796	101140	54464	54808	contig_154566	SAMEA2621151_40
gene_106_contig_154566	gene_52_SAMEA2621085_65	59.13	115	46	1	1	114	1	115	1.71e-48	147.0	100796	101140	59742	60089	contig_154566	SAMEA2621085_65
gene_106_contig_154566	gene_63_contig_155688	53.846	104	48	0	10	113	1	104	4.76e-43	133.0	100796	101140	41810	42127	contig_154566	contig_155688
gene_10_SAMEA2621061_122	gene_100_SAMEA2621151_40	67.021	94	31	0	517	610	121	214	6.94e-38	136.0	6346	8370	106067	106726	SAMEA2621061_122	SAMEA2621151_40
gene_10_SAMEA2621061_122	gene_37_contig_154566	59.292	113	35	1	506	618	174	275	1.74e-30	120.0	6346	8370	46349	47575	SAMEA2621061_122	contig_154566
gene_10_SAMEA2621061_122	gene_10_SAMEA2621085_65	61.905	84	32	0	527	610	217	300	1.97e-28	112.0	6346	8370	5160	6077	SAMEA2621061_122	SAMEA2621085_65
gene_10_SAMEA2621061_122	gene_105_contig_155688	68.605	86	26	1	526	611	916	1000	9.73e-24	102.0	6346	8370	96549	99557	SAMEA2621061_122	contig_155688
gene_10_SAMEA2621085_65	gene_100_SAMEA2621151_40	62.222	135	47	1	171	305	89	219	3.22e-50	162.0	5160	6077	106067	106726	SAMEA2621085_65	SAMEA2621151_40
gene_10_SAMEA2621085_65	gene_105_contig_155688	69.149	94	29	0	207	300	906	999	3.94e-32	122.0	5160	6077	96549	99557	SAMEA2621085_65	contig_155688
gene_10_SAMEA2621085_65	gene_37_contig_154566	66.316	95	32	0	209	303	176	270	7.48e-31	115.0	5160	6077	46349	47575	SAMEA2621085_65	contig_154566
gene_10_SAMEA2621085_65	gene_11_SAMEA2619923_17	59.794	97	38	1	209	305	250	345	2.3e-30	113.0	5160	6077	4505	5554	SAMEA2621085_65	SAMEA2619923_17
gene_10_SAMEA2621085_65	gene_10_SAMEA2621061_122	61.905	84	32	0	217	300	527	610	1.01e-28	112.0	5160	6077	6346	8370	SAMEA2621085_65	SAMEA2621061_122
gene_11_SAMEA2619923_17	gene_10_SAMEA2621085_65	59.794	97	38	1	250	345	209	305	2.64e-30	113.0	4505	5554	5160	6077	SAMEA2619923_17	SAMEA2621085_65
gene_11_SAMEA2619923_17	gene_37_contig_154566	60.417	96	37	1	249	343	175	270	5.49e-24	97.8	4505	5554	46349	47575	SAMEA2619923_17	contig_154566
gene_11_SAMEA2619923_17	gene_105_contig_155688	58.586	99	40	1	243	340	901	999	5.04e-22	93.6	4505	5554	96549	99557	SAMEA2619923_17	contig_155688
gene_11_SAMEA2621061_122	gene_104_contig_155688	61.714	175	61	2	14	188	4	172	4.34e-78	228.0	8476	9096	95705	96232	SAMEA2621061_122	contig_155688
gene_11_contig_154566	gene_41_SAMEA2621085_65	61.002	559	179	9	1	559	1	520	0.0	680.0	19880	21562	34347	35912	contig_154566	SAMEA2621085_65
gene_11_contig_154566	gene_41_SAMEA2619923_17	62.791	559	169	9	1	559	1	520	0.0	673.0	19880	21562	35152	36717	contig_154566	SAMEA2619923_17
gene_11_contig_154566	gene_74_SAMEA2621151_40	60.885	565	177	13	1	559	1	527	0.0	655.0	19880	21562	78658	80244	contig_154566	SAMEA2621151_40
gene_11_contig_154566	gene_76_contig_155688	58.172	569	187	12	1	559	1	528	0.0	633.0	19880	21562	67560	69149	contig_154566	contig_155688
gene_11_contig_154566	gene_40_SAMEA2621061_122	56.483	563	200	8	1	559	1	522	0.0	611.0	19880	21562	36706	38277	contig_154566	SAMEA2621061_122
gene_12_SAMEA2621061_122	gene_103_contig_155688	53.659	82	37	1	1	82	1	81	2.24e-29	96.7	9110	9367	95439	95693	SAMEA2621061_122	contig_155688
gene_12_SAMEA2621061_122	gene_16_SAMEA2621085_65	56.098	82	35	1	1	82	1	81	1.47e-25	87.0	9110	9367	8711	8968	SAMEA2621061_122	SAMEA2621085_65
gene_12_SAMEA2621061_122	gene_14_SAMEA2619923_17	61.429	70	26	1	1	70	1	69	1.89e-25	86.7	9110	9367	8120	8368	SAMEA2621061_122	SAMEA2619923_17
gene_12_SAMEA2621061_122	gene_35_contig_154566	53.086	81	37	1	1	81	1	80	1.53e-23	82.0	9110	9367	45416	45673	SAMEA2621061_122	contig_154566
gene_12_SAMEA2621085_65	gene_40_contig_154566	92.308	104	8	0	3	106	156	259	6.39e-65	193.0	6907	7227	48586	49365	SAMEA2621085_65	contig_154566
gene_12_SAMEA2621085_65	gene_15_contig_156409	86.792	106	14	0	1	106	1	106	2.53e-62	181.0	6907	7227	17973	18293	SAMEA2621085_65	contig_156409
gene_12_SAMEA2621085_65	gene_98_SAMEA2621151_40	84.906	106	14	1	1	106	35	138	6.49e-59	174.0	6907	7227	105182	105598	SAMEA2621085_65	SAMEA2621151_40
gene_12_SAMEA2621085_65	gene_7_SAMEA2621061_122	87.234	94	12	0	13	106	124	217	6.26e-53	161.0	6907	7227	2371	3024	SAMEA2621085_65	SAMEA2621061_122
gene_12_SAMEA2621085_65	gene_66_contig_155688	85.106	94	14	0	13	106	19	112	1.46e-51	154.0	6907	7227	44124	44462	SAMEA2621085_65	contig_155688
gene_12_contig_154566	gene_39_SAMEA2621085_65	59.341	91	37	0	1	91	1	91	1.81e-39	123.0	21562	21861	32552	32836	contig_154566	SAMEA2621085_65
gene_12_contig_154566	gene_39_SAMEA2619923_17	55.682	88	39	0	7	94	6	93	4.58e-34	109.0	21562	21861	33194	33475	contig_154566	SAMEA2619923_17
gene_12_contig_154566	gene_75_SAMEA2621151_40	50.505	99	47	2	1	99	1	97	3.69e-33	107.0	21562	21861	80244	80537	contig_154566	SAMEA2621151_40
gene_12_contig_154566	gene_78_contig_155688	65.079	63	22	0	36	98	21	83	3.01e-30	99.4	21562	21861	69776	70030	contig_154566	contig_155688
gene_13_SAMEA2619923_17	gene_104_contig_155688	55.696	158	61	2	8	156	6	163	4.65e-59	179.0	7523	8110	95705	96232	SAMEA2619923_17	contig_155688
gene_13_SAMEA2619923_17	gene_36_contig_154566	57.037	135	55	1	4	135	20	154	2.96e-50	159.0	7523	8110	45673	46365	SAMEA2619923_17	contig_154566
gene_13_SAMEA2619923_17	gene_15_SAMEA2621085_65	59.664	119	46	1	10	126	10	128	9.38e-44	141.0	7523	8110	8067	8699	SAMEA2619923_17	SAMEA2621085_65
gene_13_SAMEA2621061_122	gene_102_contig_155688	75.732	239	56	1	1	239	1	237	5.56e-141	391.0	9368	10090	94723	95439	SAMEA2621061_122	contig_155688
gene_13_SAMEA2621061_122	gene_34_contig_154566	72.687	227	60	1	13	239	12	236	3.4e-128	358.0	9368	10090	44693	45406	SAMEA2621061_122	contig_154566
gene_13_SAMEA2621061_122	gene_17_SAMEA2621085_65	70.638	235	67	1	5	239	4	236	1.87e-125	352.0	9368	10090	8969	9682	SAMEA2621061_122	SAMEA2621085_65
gene_13_SAMEA2621061_122	gene_95_SAMEA2621151_40	68.487	238	71	2	1	238	1	234	5.75e-123	345.0	9368	10090	103292	104002	SAMEA2621061_122	SAMEA2621151_40
gene_13_SAMEA2621061_122	gene_15_SAMEA2619923_17	64.407	236	82	1	5	240	7	240	4.99e-117	330.0	9368	10090	8368	9090	SAMEA2621061_122	SAMEA2619923_17
gene_13_SAMEA2621061_122	gene_71_contig_156409	55.0	240	105	2	1	239	1	238	3.98e-98	282.0	9368	10090	67550	68269	SAMEA2621061_122	contig_156409
gene_13_SAMEA2621085_65	gene_93_contig_155688	92.5	40	3	0	1	40	1	40	9.07e-24	80.1	7436	7594	84872	85030	SAMEA2621085_65	contig_155688
gene_13_contig_156409	gene_6_SAMEA2621061_122	81.25	96	18	0	1	96	6	101	2.03e-53	158.0	17274	17573	2063	2371	contig_156409	SAMEA2621061_122
gene_13_contig_156409	gene_91_contig_155688	80.435	92	18	0	3	94	10	101	3.06e-50	151.0	17274	17573	84268	84672	contig_156409	contig_155688
gene_13_contig_156409	gene_14_SAMEA2621085_65	78.351	97	20	1	2	97	8	104	6.9e-48	144.0	17274	17573	7591	7911	contig_156409	SAMEA2621085_65
gene_14_SAMEA2619923_17	gene_16_SAMEA2621085_65	61.765	68	26	0	1	68	1	68	3.1e-28	93.6	8120	8368	8711	8968	SAMEA2619923_17	SAMEA2621085_65
gene_14_SAMEA2619923_17	gene_35_contig_154566	54.321	81	33	1	1	81	1	77	1.01e-26	89.7	8120	8368	45416	45673	SAMEA2619923_17	contig_154566
gene_14_SAMEA2619923_17	gene_12_SAMEA2621061_122	61.429	70	26	1	1	69	1	70	1.82e-25	86.7	8120	8368	9110	9367	SAMEA2619923_17	SAMEA2621061_122
gene_14_SAMEA2619923_17	gene_96_SAMEA2621151_40	56.716	67	29	0	3	69	13	79	1.17e-23	82.4	8120	8368	104009	104296	SAMEA2619923_17	SAMEA2621151_40
gene_14_SAMEA2619923_17	gene_103_contig_155688	52.174	69	33	0	1	69	1	69	1.46e-23	81.6	8120	8368	95439	95693	SAMEA2619923_17	contig_155688
gene_14_SAMEA2621085_65	gene_91_contig_155688	83.333	102	15	2	1	101	1	101	1.55e-55	165.0	7591	7911	84268	84672	SAMEA2621085_65	contig_155688
gene_14_SAMEA2621085_65	gene_6_SAMEA2621061_122	85.263	95	13	1	9	103	8	101	3.44e-51	153.0	7591	7911	2063	2371	SAMEA2621085_65	SAMEA2621061_122
gene_14_SAMEA2621085_65	gene_13_contig_156409	78.351	97	20	1	8	104	2	97	7.39e-48	144.0	7591	7911	17274	17573	SAMEA2621085_65	contig_156409
gene_14_contig_154566	gene_38_SAMEA2621085_65	93.548	93	6	0	1	93	1	93	3.44e-59	172.0	22085	22366	32047	32328	contig_154566	SAMEA2621085_65
gene_14_contig_156409	gene_93_contig_155688	95.652	46	2	0	1	46	7	52	2.56e-26	86.3	17785	17925	84872	85030	contig_156409	contig_155688
gene_14_contig_156409	gene_13_SAMEA2621085_65	97.778	45	0	1	2	45	8	52	6.53e-25	82.8	17785	17925	7436	7594	contig_156409	SAMEA2621085_65
gene_15_SAMEA2619923_17	gene_102_contig_155688	66.667	234	78	0	7	240	5	238	1.97e-123	346.0	8368	9090	94723	95439	SAMEA2619923_17	contig_155688
gene_15_SAMEA2619923_17	gene_34_contig_154566	66.222	225	76	0	16	240	13	237	3.03e-121	341.0	8368	9090	44693	45406	SAMEA2619923_17	contig_154566
gene_15_SAMEA2619923_17	gene_95_SAMEA2621151_40	63.983	236	83	1	3	238	1	234	1.55e-120	339.0	8368	9090	103292	104002	SAMEA2619923_17	SAMEA2621151_40
gene_15_SAMEA2619923_17	gene_17_SAMEA2621085_65	62.553	235	88	0	5	239	2	236	2.5e-119	336.0	8368	9090	8969	9682	SAMEA2619923_17	SAMEA2621085_65
gene_15_SAMEA2619923_17	gene_13_SAMEA2621061_122	64.407	236	82	1	7	240	5	240	4.99e-117	330.0	8368	9090	9368	10090	SAMEA2619923_17	SAMEA2621061_122
gene_15_SAMEA2619923_17	gene_71_contig_156409	59.583	240	92	3	3	239	1	238	2.7e-109	311.0	8368	9090	67550	68269	SAMEA2619923_17	contig_156409
gene_15_SAMEA2621061_122	gene_100_contig_155688	64.164	293	102	1	16	308	14	303	1.58e-148	416.0	10323	11285	93618	94547	SAMEA2621061_122	contig_155688
gene_15_SAMEA2621061_122	gene_16_SAMEA2619923_17	61.566	281	106	1	15	295	22	300	3.8e-136	385.0	10323	11285	9149	10156	SAMEA2621061_122	SAMEA2619923_17
gene_15_SAMEA2621061_122	gene_19_SAMEA2621085_65	65.505	287	97	2	10	295	22	307	2.81e-135	383.0	10323	11285	9905	10879	SAMEA2621061_122	SAMEA2621085_65
gene_15_SAMEA2621061_122	gene_33_contig_154566	62.199	291	107	3	10	298	4	293	1.47e-130	371.0	10323	11285	43450	44412	SAMEA2621061_122	contig_154566
gene_15_SAMEA2621061_122	gene_94_SAMEA2621151_40	63.423	298	105	1	1	294	2	299	3.21e-128	365.0	10323	11285	102084	103067	SAMEA2621061_122	SAMEA2621151_40
gene_15_SAMEA2621061_122	gene_72_contig_156409	50.417	240	112	3	39	277	1	234	9.28e-83	248.0	10323	11285	68397	69269	SAMEA2621061_122	contig_156409
gene_15_SAMEA2621085_65	gene_97_SAMEA2621151_40	50.99	202	83	5	10	208	3	191	3.03e-59	181.0	8067	8699	104296	104889	SAMEA2621085_65	SAMEA2621151_40
gene_15_SAMEA2621085_65	gene_104_contig_155688	58.475	118	47	1	11	128	9	124	6.85e-44	141.0	8067	8699	95705	96232	SAMEA2621085_65	contig_155688
gene_15_SAMEA2621085_65	gene_13_SAMEA2619923_17	59.664	119	46	1	10	128	10	126	1.01e-43	141.0	8067	8699	7523	8110	SAMEA2621085_65	SAMEA2619923_17
gene_15_contig_155688	gene_84_SAMEA2621061_122	63.291	79	26	2	1	76	1	79	5.59e-31	100.0	11717	11947	89902	90141	contig_155688	SAMEA2621061_122
gene_15_contig_155688	gene_85_SAMEA2619923_17	62.903	62	23	0	10	71	4	65	7.18e-26	87.0	11717	11947	94039	94263	contig_155688	SAMEA2619923_17
gene_15_contig_156409	gene_12_SAMEA2621085_65	86.792	106	14	0	1	106	1	106	2.53e-62	181.0	17973	18293	6907	7227	contig_156409	SAMEA2621085_65
gene_15_contig_156409	gene_98_SAMEA2621151_40	85.849	106	13	1	1	106	35	138	7.56e-59	173.0	17973	18293	105182	105598	contig_156409	SAMEA2621151_40
gene_15_contig_156409	gene_40_contig_154566	82.692	104	18	0	3	106	156	259	2.73e-56	171.0	17973	18293	48586	49365	contig_156409	contig_154566
gene_15_contig_156409	gene_66_contig_155688	80.952	105	15	1	2	106	13	112	7.02e-54	160.0	17973	18293	44124	44462	contig_156409	contig_155688
gene_15_contig_156409	gene_7_SAMEA2621061_122	88.298	94	11	0	13	106	124	217	2.48e-53	162.0	17973	18293	2371	3024	contig_156409	SAMEA2621061_122
gene_16_SAMEA2619923_17	gene_100_contig_155688	62.5	280	103	1	13	290	4	283	5.7e-136	385.0	9149	10156	93618	94547	SAMEA2619923_17	contig_155688
gene_16_SAMEA2619923_17	gene_15_SAMEA2621061_122	61.957	276	103	1	27	300	20	295	2.24e-134	381.0	9149	10156	10323	11285	SAMEA2619923_17	SAMEA2621061_122
gene_16_SAMEA2619923_17	gene_94_SAMEA2621151_40	57.475	301	123	3	1	298	1	299	7.37e-118	340.0	9149	10156	102084	103067	SAMEA2619923_17	SAMEA2621151_40
gene_16_SAMEA2619923_17	gene_19_SAMEA2621085_65	60.727	275	106	2	18	291	23	296	3.5e-117	338.0	9149	10156	9905	10879	SAMEA2619923_17	SAMEA2621085_65
gene_16_SAMEA2621085_65	gene_35_contig_154566	68.235	85	27	0	1	85	1	85	3.26e-41	126.0	8711	8968	45416	45673	SAMEA2621085_65	contig_154566
gene_16_SAMEA2621085_65	gene_96_SAMEA2621151_40	71.951	82	23	0	3	84	13	94	1.76e-39	122.0	8711	8968	104009	104296	SAMEA2621085_65	SAMEA2621151_40
gene_16_SAMEA2621085_65	gene_103_contig_155688	56.627	83	36	0	1	83	1	83	1.06e-28	94.7	8711	8968	95439	95693	SAMEA2621085_65	contig_155688
gene_16_SAMEA2621085_65	gene_14_SAMEA2619923_17	61.765	68	26	0	1	68	1	68	3.21e-28	93.6	8711	8968	8120	8368	SAMEA2621085_65	SAMEA2619923_17
gene_16_SAMEA2621085_65	gene_12_SAMEA2621061_122	56.098	82	35	1	1	81	1	82	1.47e-25	87.0	8711	8968	9110	9367	SAMEA2621085_65	SAMEA2621061_122
gene_16_SAMEA2621151_40	gene_95_SAMEA2621061_122	63.277	177	63	2	3	179	11	185	2.33e-76	239.0	9724	10971	95979	97169	SAMEA2621151_40	SAMEA2621061_122
gene_16_SAMEA2621151_40	gene_52_contig_154566	52.381	189	78	4	1	178	53	240	3.48e-60	196.0	9724	10971	58706	59815	SAMEA2621151_40	contig_154566
gene_16_contig_155688	gene_81_SAMEA2621085_65	54.46	213	80	6	7	207	18	225	4.88e-69	207.0	12068	12691	85848	86525	contig_155688	SAMEA2621085_65
gene_16_contig_155688	gene_34_SAMEA2621151_40	52.885	208	87	4	7	207	41	244	1.77e-62	191.0	12068	12691	20101	20835	contig_155688	SAMEA2621151_40
gene_17_SAMEA2621085_65	gene_102_contig_155688	73.932	234	61	0	4	237	5	238	4.83e-132	368.0	8969	9682	94723	95439	SAMEA2621085_65	contig_155688
gene_17_SAMEA2621085_65	gene_95_SAMEA2621151_40	69.658	234	69	1	2	235	3	234	4.21e-130	363.0	8969	9682	103292	104002	SAMEA2621085_65	SAMEA2621151_40
gene_17_SAMEA2621085_65	gene_13_SAMEA2621061_122	70.638	235	67	1	4	236	5	239	1.85e-125	352.0	8969	9682	9368	10090	SAMEA2621085_65	SAMEA2621061_122
gene_17_SAMEA2621085_65	gene_34_contig_154566	68.142	226	72	0	12	237	12	237	1.59e-124	349.0	8969	9682	44693	45406	SAMEA2621085_65	contig_154566
gene_17_SAMEA2621085_65	gene_15_SAMEA2619923_17	62.553	235	88	0	2	236	5	239	2.47e-119	336.0	8969	9682	8368	9090	SAMEA2621085_65	SAMEA2619923_17
gene_17_SAMEA2621085_65	gene_71_contig_156409	54.393	239	104	3	1	236	2	238	1.01e-98	284.0	8969	9682	67550	68269	SAMEA2621085_65	contig_156409
gene_17_contig_154566	gene_35_SAMEA2621085_65	86.207	377	51	1	1	377	1	376	0.0	671.0	23323	24456	30007	31137	contig_154566	SAMEA2621085_65
gene_17_contig_154566	gene_78_SAMEA2621151_40	77.551	392	72	5	1	377	1	391	0.0	630.0	23323	24456	81677	82852	contig_154566	SAMEA2621151_40
gene_17_contig_154566	gene_31_SAMEA2619923_17	77.215	395	71	5	1	377	1	394	0.0	627.0	23323	24456	29330	30514	contig_154566	SAMEA2619923_17
gene_17_contig_154566	gene_33_SAMEA2621061_122	78.608	388	72	3	1	377	1	388	0.0	623.0	23323	24456	33398	34564	contig_154566	SAMEA2621061_122
gene_17_contig_154566	gene_83_contig_155688	80.637	377	62	3	1	377	1	366	0.0	613.0	23323	24456	71407	72507	contig_154566	contig_155688
gene_17_contig_154566	gene_88_contig_156409	69.531	384	107	6	1	377	1	381	0.0	555.0	23323	24456	91376	92521	contig_154566	contig_156409
gene_18_SAMEA2621061_122	gene_22_SAMEA2621085_65	68.571	210	66	0	16	225	5	214	9.41e-114	321.0	12513	13226	11777	12454	SAMEA2621061_122	SAMEA2621085_65
gene_18_SAMEA2621061_122	gene_98_contig_155688	64.22	218	77	1	16	232	6	223	4.49e-106	302.0	12513	13226	91770	92450	SAMEA2621061_122	contig_155688
gene_18_SAMEA2621061_122	gene_91_SAMEA2621151_40	66.0	200	68	0	29	228	2	201	3.47e-103	294.0	12513	13226	100433	101062	SAMEA2621061_122	SAMEA2621151_40
gene_18_SAMEA2621061_122	gene_30_contig_154566	63.256	215	79	0	16	230	1	215	4.07e-101	289.0	12513	13226	41835	42494	SAMEA2621061_122	contig_154566
gene_18_SAMEA2621061_122	gene_19_SAMEA2619923_17	54.506	233	104	2	5	237	5	235	7.57e-91	264.0	12513	13226	11418	12149	SAMEA2621061_122	SAMEA2619923_17
gene_18_contig_154566	gene_32_SAMEA2621061_122	65.063	478	121	9	6	462	9	461	0.0	581.0	24459	25847	31977	33362	contig_154566	SAMEA2621061_122
gene_18_contig_154566	gene_79_SAMEA2621151_40	63.226	465	157	9	1	459	8	464	0.0	546.0	24459	25847	82890	84287	contig_154566	SAMEA2621151_40
gene_18_contig_154566	gene_34_SAMEA2621085_65	65.605	471	126	8	8	460	14	466	0.0	535.0	24459	25847	28595	30001	contig_154566	SAMEA2621085_65
gene_18_contig_154566	gene_84_contig_155688	59.17	458	160	11	13	460	17	457	3.73e-173	490.0	24459	25847	72525	73904	contig_154566	contig_155688
gene_18_contig_154566	gene_30_SAMEA2619923_17	54.219	474	182	9	1	460	7	459	1.81e-156	448.0	24459	25847	27914	29293	contig_154566	SAMEA2619923_17
gene_18_contig_154566	gene_87_contig_156409	51.163	473	188	11	12	460	17	470	4.68e-146	422.0	24459	25847	89952	91373	contig_154566	contig_156409
gene_18_contig_156409	gene_60_contig_155688	51.244	201	93	2	1	197	21	220	3.22e-76	224.0	20273	20866	36584	37249	contig_156409	contig_155688
gene_18_contig_156409	gene_55_SAMEA2621061_122	56.061	198	82	3	5	197	1	198	1.88e-75	221.0	20273	20866	70269	70865	contig_156409	SAMEA2621061_122
gene_18_contig_156409	gene_62_SAMEA2621085_65	52.709	203	90	4	1	197	1	203	3.87e-75	221.0	20273	20866	71139	71750	contig_156409	SAMEA2621085_65
gene_18_contig_156409	gene_54_SAMEA2621151_40	50.99	202	94	3	1	197	1	202	2.79e-74	219.0	20273	20866	36147	36755	contig_156409	SAMEA2621151_40
gene_18_contig_156409	gene_56_SAMEA2619923_17	54.545	198	86	2	4	197	3	200	1.62e-73	217.0	20273	20866	71667	72269	contig_156409	SAMEA2619923_17
