chr	name	start	end	length	strand	orf_annotation	conserved_proteins
contig_155773	gene_25_contig_155773	11287	11394	35_aa	+	 hypothetical protein	
contig_155773	gene_26_contig_155773	11381	12109	242_aa	+	 hypothetical protein	
contig_155773	gene_27_contig_155773	12148	12462	104_aa	+	 hypothetical protein	
contig_155773	gene_28_contig_155773	12441	12731	96_aa	+	 hypothetical protein	
contig_155773	gene_29_contig_155773	12724	12963	79_aa	+	 hypothetical protein	
contig_155773	gene_30_contig_155773	12963	13157	64_aa	+	 hypothetical protein	
contig_155773	gene_31_contig_155773	13163	13471	102_aa	+	 hypothetical protein	
contig_155773	gene_32_contig_155773	13461	13688	75_aa	+	 hypothetical protein	
contig_155773	gene_33_contig_155773	13688	14098	136_aa	+	 hypothetical protein	
contig_155773	gene_34_contig_155773	14058	14891	277_aa	+	 hypothetical protein	
contig_155773	gene_35_contig_155773	15048	15206	52_aa	+	 hypothetical protein	
contig_155773	gene_36_contig_155773	15211	15435	74_aa	+	 hypothetical protein	
contig_155773	gene_37_contig_155773	15432	16985	517_aa	+	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)	GroupA: Archaeal cpn60 chaperonin family (gene16, thermosome); other groups: GroEL_like type I chaperonin (bacterial and organelar)
contig_155773	gene_38_contig_155773	17051	17968	305_aa	+	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
contig_155773	gene_39_contig_155773	17941	19233	430_aa	+	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
contig_155773	gene_40_contig_155773	19239	19391	50_aa	+	 hypothetical protein	
contig_155773	gene_41_contig_155773	19460	19708	82_aa	+	 hypothetical protein	
contig_155773	gene_42_contig_155773	19701	20618	305_aa	+	radB-like recombinase	radB-like recombinase
contig_155773	gene_43_contig_155773	20676	21449	257_aa	+	DNA polymerase sliding clamp, gene27	DNA polymerase sliding clamp, gene27
contig_155773	gene_44_contig_155773	21451	21642	63_aa	+	 hypothetical protein	
contig_155773	gene_45_contig_155773	21639	21797	52_aa	+	 hypothetical protein	
contig_155773	gene_46_contig_155773	21794	21949	51_aa	+	 hypothetical protein	
contig_155773	gene_47_contig_155773	21942	22295	117_aa	+	 hypothetical protein	
contig_155773	gene_48_contig_155773	22434	22673	79_aa	+	 hypothetical protein	
contig_155773	gene_49_contig_155773	22645	22872	75_aa	+	 hypothetical protein	
contig_155773	gene_50_contig_155773	22853	25306	817_aa	+	DNA polymerase family B	DNA polymerase family B
contig_155773	gene_51_contig_155773	25306	25788	160_aa	+	Protein of unknown function (DUF3072)	
contig_155773	gene_52_contig_155773	25785	26699	304_aa	+	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
contig_155773	gene_53_contig_155773	26686	27105	139_aa	+	 hypothetical protein	
contig_155773	gene_54_contig_155773	27166	28215	349_aa	+	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
contig_155773	gene_55_contig_155773	28216	28902	228_aa	+	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
contig_155773	gene_56_contig_155773	28902	30416	504_aa	+	DNA replicative helicase, gene19	DNA replicative helicase, gene19
contig_155773	gene_57_contig_155773	30406	30597	63_aa	+	 hypothetical protein	
contig_155773	gene_58_contig_155773	30590	31183	197_aa	+	DnaQ-like 3'-5' exonuclease, gene18	DnaQ-like 3'-5' exonuclease, gene18
contig_155773	gene_59_contig_155773	31406	32041	211_aa	-	 hypothetical protein	
contig_155773	gene_60_contig_155773	32050	32187	45_aa	-	 hypothetical protein	
contig_155773	gene_61_contig_155773	32188	32589	133_aa	-	 hypothetical protein	
contig_155773	gene_62_contig_155773	32582	32872	96_aa	-	 hypothetical protein	
contig_155773	gene_63_contig_155773	32869	33078	69_aa	-	 hypothetical protein	
contig_155773	gene_64_contig_155773	33117	34928	603_aa	-	 hypothetical protein	
contig_155773	gene_65_contig_155773	34930	35271	113_aa	-	 hypothetical protein	
contig_155773	gene_66_contig_155773	35268	42320	2350_aa	-	 hypothetical protein	
contig_155773	gene_67_contig_155773	42313	43338	341_aa	-	 hypothetical protein	
contig_155773	gene_68_contig_155773	43344	44036	230_aa	-	 hypothetical protein	
contig_155773	gene_69_contig_155773	44038	46008	656_aa	-	 hypothetical protein	
contig_155773	gene_70_contig_155773	46189	46563	124_aa	-	 hypothetical protein	
contig_155773	gene_71_contig_155773	46609	48708	699_aa	-	 hypothetical protein	
contig_155773	gene_72_contig_155773	48713	49297	194_aa	-	 hypothetical protein	
contig_155773	gene_73_contig_155773	49297	50934	545_aa	-	 hypothetical protein	
contig_155773	gene_74_contig_155773	50931	51143	70_aa	-	 hypothetical protein	
contig_155773	gene_75_contig_155773	51143	52132	329_aa	-	 hypothetical protein	
contig_155773	gene_76_contig_155773	52137	52505	122_aa	-	 hypothetical protein	
contig_155773	gene_77_contig_155773	52515	52739	74_aa	-	 hypothetical protein	
contig_155773	gene_78_contig_155773	52736	53923	395_aa	-	 hypothetical protein	
contig_155773	gene_79_contig_155773	53925	54554	209_aa	-	 hypothetical protein	
contig_155773	gene_80_contig_155773	54560	54790	76_aa	-	 hypothetical protein	
contig_155773	gene_81_contig_155773	54787	55344	185_aa	-	 hypothetical protein	
contig_155773	gene_82_contig_155773	55334	56419	361_aa	-	 hypothetical protein	
contig_155773	gene_83_contig_155773	56445	59102	885_aa	-	 hypothetical protein	
contig_155773	gene_84_contig_155773	59114	59581	155_aa	-	 hypothetical protein	
contig_155773	gene_85_contig_155773	59634	59945	103_aa	-	 hypothetical protein	
contig_155773	gene_86_contig_155773	59955	60479	174_aa	-	 hypothetical protein	
contig_155773	gene_87_contig_155773	60523	61734	403_aa	-	major capsid protein	major capsid protein
contig_155773	gene_88_contig_155773	61737	62852	371_aa	-	phage prohead protease	phage prohead protease
contig_155773	gene_89_contig_155773	62920	64959	679_aa	-	ATP-dependent DNA ligase	ATP-dependent DNA ligase
contig_155773	gene_90_contig_155773	65028	65486	152_aa	-	 hypothetical protein	
contig_155773	gene_91_contig_155773	65483	65710	75_aa	-	 hypothetical protein	
contig_155773	gene_92_contig_155773	65713	66984	423_aa	-	 hypothetical protein	
contig_155773	gene_93_contig_155773	66987	67211	74_aa	-	 hypothetical protein	
contig_155773	gene_94_contig_155773	67213	70212	999_aa	-	 hypothetical protein	
contig_155773	gene_95_contig_155773	70199	71833	544_aa	-	phage portal protein	phage portal protein
contig_155773	gene_96_contig_155773	71836	73230	464_aa	-	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
contig_155773	gene_97_contig_155773	73205	74617	470_aa	-	terminase	terminase
contig_155773	gene_98_contig_155773	74619	75035	138_aa	-	 hypothetical protein	
contig_155773	gene_99_contig_155773	75032	77479	815_aa	-	 hypothetical protein	
contig_155773	gene_100_contig_155773	77479	79140	553_aa	-	 hypothetical protein	
contig_155773	gene_101_contig_155773	79145	79330	61_aa	-	 hypothetical protein	
contig_155773	gene_102_contig_155773	79380	79793	137_aa	-	 hypothetical protein	
contig_155773	gene_103_contig_155773	79790	81394	534_aa	-	 hypothetical protein	
contig_155773	gene_104_contig_155773	81396	81620	74_aa	-	 hypothetical protein	
contig_155773	gene_105_contig_155773	81622	82119	165_aa	-	 hypothetical protein	
contig_155773	gene_106_contig_155773	82116	82619	167_aa	-	 hypothetical protein	
contig_155773	gene_107_contig_155773	82642	83094	150_aa	-	 hypothetical protein	
contig_155773	gene_108_contig_155773	83091	83753	220_aa	-	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
contig_155773	gene_109_contig_155773	83750	84958	402_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_1_SAMEA2620879_23	2	4957	1652_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_2_SAMEA2620879_23	4957	6072	371_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_3_SAMEA2620879_23	6082	7098	338_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_4_SAMEA2620879_23	7098	8891	597_aa	-	Primosomal replication  priC-like protein	
SAMEA2620879_23	gene_5_SAMEA2620879_23	8896	9009	37_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_6_SAMEA2620879_23	9102	9467	121_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_7_SAMEA2620879_23	9498	10085	195_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_8_SAMEA2620879_23	10111	10503	130_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_9_SAMEA2620879_23	10509	12836	775_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_10_SAMEA2620879_23	12859	13491	210_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_11_SAMEA2620879_23	13484	13717	77_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_12_SAMEA2620879_23	13714	13971	85_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_13_SAMEA2620879_23	13964	15064	366_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_14_SAMEA2620879_23	15064	17997	977_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_15_SAMEA2620879_23	18008	18427	139_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_16_SAMEA2620879_23	18449	18739	96_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_17_SAMEA2620879_23	18817	19176	119_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_18_SAMEA2620879_23	19209	20513	434_aa	-	major capsid protein	major capsid protein
SAMEA2620879_23	gene_19_SAMEA2620879_23	20536	21834	432_aa	-	phage prohead protease	phage prohead protease
SAMEA2620879_23	gene_20_SAMEA2620879_23	21877	24639	920_aa	-	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2620879_23	gene_21_SAMEA2620879_23	24701	25492	263_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_22_SAMEA2620879_23	25492	25734	80_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_23_SAMEA2620879_23	25731	28919	1062_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_24_SAMEA2620879_23	28928	29143	71_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_25_SAMEA2620879_23	29148	30791	547_aa	-	phage portal protein	phage portal protein
SAMEA2620879_23	gene_26_SAMEA2620879_23	30791	32338	515_aa	-	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
SAMEA2620879_23	gene_27_SAMEA2620879_23	32325	33746	473_aa	-	terminase	terminase
SAMEA2620879_23	gene_28_SAMEA2620879_23	33746	34405	219_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_29_SAMEA2620879_23	34407	35276	289_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_30_SAMEA2620879_23	35276	35518	80_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_31_SAMEA2620879_23	35515	38109	864_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_32_SAMEA2620879_23	38106	40385	759_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_33_SAMEA2620879_23	40382	40597	71_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_34_SAMEA2620879_23	40599	40880	93_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_35_SAMEA2620879_23	40892	41074	60_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_36_SAMEA2620879_23	41080	41400	106_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_37_SAMEA2620879_23	41400	41636	78_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_38_SAMEA2620879_23	41633	42022	129_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_39_SAMEA2620879_23	42027	42230	67_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_40_SAMEA2620879_23	42227	42889	220_aa	-	DUF1804 Protein of unknown function (DUF1804)	DUF1804 Protein of unknown function (DUF1804)
SAMEA2620879_23	gene_41_SAMEA2620879_23	42879	43970	363_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_42_SAMEA2620879_23	43967	44278	103_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_43_SAMEA2620879_23	44275	45126	283_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_44_SAMEA2620879_23	45123	45563	146_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_45_SAMEA2620879_23	45568	45909	113_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_46_SAMEA2620879_23	45912	46178	88_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_47_SAMEA2620879_23	46249	46449	66_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_48_SAMEA2620879_23	46449	47594	381_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_49_SAMEA2620879_23	47596	47865	89_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_50_SAMEA2620879_23	47862	48221	119_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_51_SAMEA2620879_23	48203	48481	92_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_52_SAMEA2620879_23	48487	48648	53_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_53_SAMEA2620879_23	48653	49072	139_aa	-	Acetyltransferase (GNAT) domain	
SAMEA2620879_23	gene_54_SAMEA2620879_23	49074	49481	135_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_55_SAMEA2620879_23	49478	50005	175_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_56_SAMEA2620879_23	50002	50415	137_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_57_SAMEA2620879_23	50412	50735	107_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_58_SAMEA2620879_23	50735	51139	134_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_59_SAMEA2620879_23	51260	51652	130_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_60_SAMEA2620879_23	52084	52371	95_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_61_SAMEA2620879_23	52368	52649	93_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_62_SAMEA2620879_23	52650	52766	38_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_63_SAMEA2620879_23	52855	53082	75_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_64_SAMEA2620879_23	53072	53269	65_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_65_SAMEA2620879_23	53404	53982	192_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_66_SAMEA2620879_23	54229	54807	192_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_67_SAMEA2620879_23	55869	56468	199_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_68_SAMEA2620879_23	57489	57755	88_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_69_SAMEA2620879_23	57752	57913	53_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_70_SAMEA2620879_23	57910	58158	82_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_71_SAMEA2620879_23	58158	58268	36_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_72_SAMEA2620879_23	58268	58456	62_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_73_SAMEA2620879_23	58440	58742	100_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_74_SAMEA2620879_23	58723	58965	80_aa	+	Domain of Unknown Function with PDB structure (DUF3860)	
SAMEA2620879_23	gene_75_SAMEA2620879_23	58958	59065	35_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_76_SAMEA2620879_23	59154	59525	123_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_77_SAMEA2620879_23	59531	59737	68_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_78_SAMEA2620879_23	59753	60190	145_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_79_SAMEA2620879_23	60215	60535	106_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_80_SAMEA2620879_23	60766	61236	156_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_81_SAMEA2620879_23	61236	63095	619_aa	+	ribonucleoside-triphosphate reductase	
SAMEA2620879_23	gene_82_SAMEA2620879_23	63101	63328	75_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_83_SAMEA2620879_23	63329	63580	83_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_84_SAMEA2620879_23	63582	64808	408_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_85_SAMEA2620879_23	64795	66054	419_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_86_SAMEA2620879_23	66077	66670	197_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_87_SAMEA2620879_23	66672	67235	187_aa	+	ThiF family protein	
SAMEA2620879_23	gene_88_SAMEA2620879_23	67240	67767	175_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_89_SAMEA2620879_23	67764	67940	58_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_90_SAMEA2620879_23	68086	68562	158_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_91_SAMEA2620879_23	68559	68921	120_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_92_SAMEA2620879_23	68909	69145	78_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_93_SAMEA2620879_23	69138	69263	41_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_94_SAMEA2620879_23	69260	70777	505_aa	+	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2620879_23	gene_95_SAMEA2620879_23	70779	71024	81_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_96_SAMEA2620879_23	71021	71155	44_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_97_SAMEA2620879_23	71168	71395	75_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_98_SAMEA2620879_23	71395	71829	144_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_99_SAMEA2620879_23	71786	72625	279_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_100_SAMEA2620879_23	72622	72777	51_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_101_SAMEA2620879_23	72779	73111	110_aa	+	DnaJ central domain	
SAMEA2620879_23	gene_102_SAMEA2620879_23	73089	74000	303_aa	+	Replication factor C small subunit, gene30	Replication factor C small subunit, gene30
SAMEA2620879_23	gene_103_SAMEA2620879_23	74006	75250	414_aa	+	putative DNA-binding protein, gene29	putative DNA-binding protein, gene29
SAMEA2620879_23	gene_104_SAMEA2620879_23	75347	75589	80_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_105_SAMEA2620879_23	75591	76505	304_aa	+	radB-like recombinase	radB-like recombinase
SAMEA2620879_23	gene_106_SAMEA2620879_23	76621	77403	260_aa	+	DNA polymerase sliding clamp, gene27	DNA polymerase sliding clamp, gene27
SAMEA2620879_23	gene_107_SAMEA2620879_23	77400	77600	66_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_108_SAMEA2620879_23	77597	77770	57_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_109_SAMEA2620879_23	77780	77950	56_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_110_SAMEA2620879_23	77947	78102	51_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_111_SAMEA2620879_23	78095	78313	72_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_112_SAMEA2620879_23	78419	78700	93_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_113_SAMEA2620879_23	78700	79758	352_aa	+	IMP dehydrogenase / GMP reductase domain	
SAMEA2620879_23	gene_114_SAMEA2620879_23	79755	82193	812_aa	+	DNA polymerase family B	DNA polymerase family B
SAMEA2620879_23	gene_115_SAMEA2620879_23	82196	82687	163_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_116_SAMEA2620879_23	82723	83580	285_aa	+	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24	Cas4_I-A_I-B_I-C_I-D_II-B Superfamily, gene24
SAMEA2620879_23	gene_117_SAMEA2620879_23	83567	83896	109_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_118_SAMEA2620879_23	83886	84350	154_aa	+	 hypothetical protein	
SAMEA2620879_23	gene_119_SAMEA2620879_23	84351	85382	343_aa	+	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
SAMEA2620879_23	gene_120_SAMEA2620879_23	85385	86059	224_aa	+	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
SAMEA2620879_23	gene_121_SAMEA2620879_23	86059	87591	510_aa	+	DNA replicative helicase, gene19	DNA replicative helicase, gene19
SAMEA2620879_23	gene_122_SAMEA2620879_23	87578	88195	205_aa	+	DnaQ-like 3'-5' exonuclease, gene18	DnaQ-like 3'-5' exonuclease, gene18
SAMEA2620879_23	gene_123_SAMEA2620879_23	88360	88536	58_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_124_SAMEA2620879_23	88544	88756	70_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_125_SAMEA2620879_23	88790	90871	693_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_126_SAMEA2620879_23	90873	91220	115_aa	-	 hypothetical protein	
SAMEA2620879_23	gene_127_SAMEA2620879_23	91217	93865	882_aa	-	 hypothetical protein	
SAMEA2620078_38	gene_1_SAMEA2620078_38	3	272	89_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_2_SAMEA2620078_38	273	551	92_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_3_SAMEA2620078_38	555	800	81_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_4_SAMEA2620078_38	802	1164	120_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_5_SAMEA2620078_38	1166	1555	129_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_6_SAMEA2620078_38	1566	1772	68_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_7_SAMEA2620078_38	1782	3932	716_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_8_SAMEA2620078_38	3932	6472	846_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_9_SAMEA2620078_38	6469	7107	212_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_10_SAMEA2620078_38	7113	8528	471_aa	+	terminase	terminase
SAMEA2620078_38	gene_11_SAMEA2620078_38	8512	9912	466_aa	+	UvrD-like helicase/homing endonuclease	UvrD-like helicase/homing endonuclease
SAMEA2620078_38	gene_12_SAMEA2620078_38	9912	11552	546_aa	+	phage portal protein	phage portal protein
SAMEA2620078_38	gene_13_SAMEA2620078_38	11554	11778	74_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_14_SAMEA2620078_38	11781	14282	833_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_15_SAMEA2620078_38	14285	14512	75_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_16_SAMEA2620078_38	14514	15050	178_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_17_SAMEA2620078_38	15059	17560	833_aa	+	ATP-dependent DNA ligase	ATP-dependent DNA ligase
SAMEA2620078_38	gene_18_SAMEA2620078_38	17602	18888	428_aa	+	phage prohead protease	phage prohead protease
SAMEA2620078_38	gene_19_SAMEA2620078_38	18925	20247	440_aa	+	major capsid protein	major capsid protein
SAMEA2620078_38	gene_20_SAMEA2620078_38	20278	20835	185_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_21_SAMEA2620078_38	20846	21184	112_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_22_SAMEA2620078_38	21271	21570	99_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_23_SAMEA2620078_38	21583	24600	1005_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_24_SAMEA2620078_38	24600	25679	359_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_25_SAMEA2620078_38	25681	25902	73_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_26_SAMEA2620078_38	25895	26515	206_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_27_SAMEA2620078_38	26543	28804	753_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_28_SAMEA2620078_38	28837	29205	122_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_29_SAMEA2620078_38	29202	29411	69_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_30_SAMEA2620078_38	29416	31485	689_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_31_SAMEA2620078_38	31490	32242	250_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_32_SAMEA2620078_38	32255	33610	451_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_33_SAMEA2620078_38	33603	41369	2588_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_34_SAMEA2620078_38	41434	41709	91_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_35_SAMEA2620078_38	41711	43969	752_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_36_SAMEA2620078_38	43971	44837	288_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_37_SAMEA2620078_38	44846	44989	47_aa	+	 hypothetical protein	
SAMEA2620078_38	gene_38_SAMEA2620078_38	45069	45674	201_aa	-	DnaQ-like 3'-5' exonuclease, gene18	DnaQ-like 3'-5' exonuclease, gene18
SAMEA2620078_38	gene_39_SAMEA2620078_38	45667	47193	508_aa	-	DNA replicative helicase, gene19	DNA replicative helicase, gene19
SAMEA2620078_38	gene_40_SAMEA2620078_38	47193	47870	225_aa	-	ERCC4-type nuclease, gene20	ERCC4-type nuclease, gene20
SAMEA2620078_38	gene_41_SAMEA2620078_38	47857	48885	342_aa	-	Primase AE_Prim_S, gene21	Primase AE_Prim_S, gene21
SAMEA2620078_38	gene_42_SAMEA2620078_38	48988	49470	160_aa	-	 hypothetical protein	
